report_date,location,location_type,data_field,data_field_code,value,unit
02/07/2016,Brazil-Para,state,microcephaly_fatal_under_investigation,BR0005,5,cases
02/07/2016,Brazil-Parana,state,microcephaly_confirmed,BR0002,4,cases
02/07/2016,Brazil-Amazonas,state,municipality_microcephaly,BR0004,4,municipalities
02/07/2016,Brazil-Mato_Grosso_do_Sul,state,municipality_microcephaly,BR0004,4,municipalities
02/07/2016,Brazil-Parana,state,municipality_microcephaly,BR0004,4,municipalities
02/07/2016,Brazil-Amapa,state,municipality_microcephaly_suspected,BR0008,4,municipalities
02/07/2016,Brazil-Espirito_Santo,state,microcephaly_fatal_confirmed,BR0006,4,cases
02/07/2016,Brazil-Goias,state,microcephaly_fatal_not,BR0007,4,cases
02/07/2016,Brazil-Sergipe,state,microcephaly_fatal_under_investigation,BR0005,4,cases
02/07/2016,Brazil-Tocantins,state,microcephaly_fatal_under_investigation,BR0005,4,cases
02/07/2016,Brazil-Minas_Gerais,state,microcephaly_confirmed,BR0002,3,cases
02/07/2016,Brazil-Amapa,state,microcephaly_not,BR0003,3,cases
02/07/2016,Brazil-Mato_Grosso_do_Sul,state,microcephaly_under_investigation,BR0001,3,cases
02/07/2016,Brazil-Amapa,state,municipality_microcephaly,BR0004,3,municipalities
02/07/2016,Brazil-Minas_Gerais,state,municipality_microcephaly,BR0004,3,municipalities
02/07/2016,Brazil-Roraima,state,municipality_microcephaly,BR0004,3,municipalities
02/07/2016,Brazil-Alagoas,state,microcephaly_fatal_confirmed,BR0006,3,cases
02/07/2016,Brazil-Pernambuco,state,microcephaly_fatal_confirmed,BR0006,3,cases
02/07/2016,Brazil-Piaui,state,microcephaly_fatal_confirmed,BR0006,3,cases
02/07/2016,Brazil-Maranhao,state,microcephaly_fatal_not,BR0007,3,cases
02/07/2016,Brazil-Mato_Grosso,state,microcephaly_fatal_not,BR0007,3,cases
02/07/2016,Brazil-Alagoas,state,microcephaly_fatal_under_investigation,BR0005,3,cases
02/07/2016,Brazil-Rio_Grande_do_Sul,state,microcephaly_fatal_under_investigation,BR0005,3,cases
02/07/2016,Brazil-Acre,state,microcephaly_confirmed,BR0002,2,cases
02/07/2016,Brazil-Distrito_Federal,state,microcephaly_under_investigation,BR0001,2,cases
02/07/2016,Brazil-Parana,state,microcephaly_under_investigation,BR0001,2,cases
02/07/2016,Brazil-Santa_Catarina,state,microcephaly_under_investigation,BR0001,2,cases
02/07/2016,Brazil-Rondonia,state,municipality_microcephaly,BR0004,2,municipalities
02/07/2016,Brazil-Mato_Grosso,state,microcephaly_fatal_confirmed,BR0006,2,cases
02/07/2016,Brazil-Rondonia,state,microcephaly_fatal_confirmed,BR0006,2,cases
02/07/2016,Brazil-Ceara,state,microcephaly_fatal_not,BR0007,2,cases
02/07/2016,Brazil-Minas_Gerais,state,microcephaly_fatal_not,BR0007,2,cases
02/07/2016,Brazil-Parana,state,microcephaly_fatal_not,BR0007,2,cases
02/07/2016,Brazil-Pernambuco,state,microcephaly_fatal_not,BR0007,2,cases
02/07/2016,Brazil-Sao_Paulo,state,microcephaly_fatal_not,BR0007,2,cases
02/07/2016,Brazil-Sao_Paulo,state,microcephaly_fatal_under_investigation,BR0005,2,cases
02/07/2016,Brazil-Para,state,microcephaly_confirmed,BR0002,1,cases
02/07/2016,Brazil-Santa_Catarina,state,microcephaly_confirmed,BR0002,1,cases
02/07/2016,Brazil-Amapa,state,microcephaly_under_investigation,BR0001,1,cases
02/07/2016,Brazil-Acre,state,municipality_microcephaly,BR0004,1,municipalities
02/07/2016,Brazil-Distrito_Federal,state,municipality_microcephaly,BR0004,1,municipalities
02/07/2016,Brazil-Para,state,municipality_microcephaly,BR0004,1,municipalities
02/07/2016,Brazil-Santa_Catarina,state,municipality_microcephaly,BR0004,1,municipalities
02/07/2016,Brazil-Distrito_Federal,state,municipality_microcephaly_suspected,BR0008,1,municipalities
02/07/2016,Brazil-Bahia,state,microcephaly_fatal_confirmed,BR0006,1,cases
02/07/2016,Brazil-Distrito_Federal,state,microcephaly_fatal_confirmed,BR0006,1,cases
02/07/2016,Brazil-Maranhao,state,microcephaly_fatal_confirmed,BR0006,1,cases
02/07/2016,Brazil-Mato_Grosso_do_Sul,state,microcephaly_fatal_confirmed,BR0006,1,cases
02/07/2016,Brazil-Acre,state,microcephaly_fatal_not,BR0007,1,cases
02/07/2016,Brazil-Alagoas,state,microcephaly_fatal_not,BR0007,1,cases
02/07/2016,Brazil-Amapa,state,microcephaly_fatal_not,BR0007,1,cases
02/07/2016,Brazil-Bahia,state,microcephaly_fatal_not,BR0007,1,cases
02/07/2016,Brazil-Rondonia,state,microcephaly_fatal_not,BR0007,1,cases
02/07/2016,Brazil-Sergipe,state,microcephaly_fatal_not,BR0007,1,cases
02/07/2016,Brazil-Goias,state,microcephaly_fatal_under_investigation,BR0005,1,cases
02/07/2016,Brazil-Minas_Gerais,state,microcephaly_fatal_under_investigation,BR0005,1,cases
02/07/2016,Brazil-Roraima,state,microcephaly_fatal_under_investigation,BR0005,1,cases
02/07/2016,Brazil-Santa_Catarina,state,microcephaly_fatal_under_investigation,BR0005,1,cases
29/06/2016,United_States-Puerto_Rico,territory,zika_reported_local,US0002,1970,cases
29/06/2016,Ecuador,country,total_zika_confirmed_cumulative,EC0002,658,cases
29/06/2016,Ecuador,country,total_zika_confirmed_ages_20-49yrs_F,EC0016,276,cases
29/06/2016,Ecuador-Manabi-Portoviejo,county,total_zika_confirmed_autochthonous,EC0003,254,cases
29/06/2016,United_States-New_York,state,zika_reported_travel,US0001,236,cases
29/06/2016,Ecuador-Manabi-Manta,county,total_zika_confirmed_autochthonous,EC0003,201,cases
29/06/2016,United_States-Florida,state,zika_reported_travel,US0001,182,cases
29/06/2016,Ecuador,country,total_zika_confirmed_ages_20-49yrs_M,EC0017,95,cases
29/06/2016,United_States-California,state,zika_reported_travel,US0001,55,cases
29/06/2016,Ecuador-Esmeraldas-Esmeraldas,county,total_zika_confirmed_autochthonous,EC0003,54,cases
29/06/2016,Ecuador,county,total_zika_confirmed_pregnant,EC0005,53,cases
29/06/2016,United_States-Texas,state,zika_reported_travel,US0001,49,cases
29/06/2016,Ecuador,country,total_zika_confirmed_ages_50-64yrs_F,EC0018,48,cases
29/06/2016,Ecuador,country,total_zika_confirmed_ages_15-19yrs_F,EC0014,40,cases
29/06/2016,Ecuador-Manabi,province,total_zika_confirmed_pregnant,EC0005,37,cases
29/06/2016,Ecuador-Manabi-Montecristi,county,total_zika_confirmed_autochthonous,EC0003,34,cases
29/06/2016,United_States-Massachusetts,state,zika_reported_travel,US0001,32,cases
29/06/2016,United_States-Maryland,state,zika_reported_travel,US0001,31,cases
29/06/2016,United_States-Pennsylvania,state,zika_reported_travel,US0001,31,cases
29/06/2016,Ecuador,country,total_zika_confirmed_ages_10-14yrs_F,EC0012,29,cases
29/06/2016,United_States-American_Samoa,territory,zika_reported_local,US0002,29,cases
29/06/2016,Ecuador,country,total_zika_confirmed_ages_15-19yrs_M,EC0015,27,cases
29/06/2016,United_States-Virginia,state,zika_reported_travel,US0001,27,cases
29/06/2016,Ecuador-Guayas-Guayaquil,county,total_zika_confirmed_autochthonous,EC0003,26,cases
29/06/2016,United_States-Georgia,state,zika_reported_travel,US0001,26,cases
29/06/2016,Ecuador,country,total_zika_confirmed_ages_5-9yrs_M,EC0011,22,cases
29/06/2016,United_States-New_Jersey,state,zika_reported_travel,US0001,21,cases
29/06/2016,United_States-US_Virgin_Islands,territory,zika_reported_local,US0002,21,cases
29/06/2016,Ecuador,country,total_zika_confirmed_ages_1-4yrs_M,EC0009,20,cases
29/06/2016,Ecuador,country,total_zika_confirmed_ages_5-9yrs_F,EC0010,20,cases
29/06/2016,Ecuador,country,total_zika_confirmed_ages_10-14yrs_M,EC0013,20,cases
29/06/2016,Ecuador,country,total_zika_confirmed_ages_50-64yrs_M,EC0019,20,cases
29/06/2016,United_States-Minnesota,state,zika_reported_travel,US0001,19,cases
29/06/2016,United_States-Illinois,state,zika_reported_travel,US0001,16,cases
29/06/2016,United_States-North_Carolina,state,zika_reported_travel,US0001,16,cases
29/06/2016,United_States-Ohio,state,zika_reported_travel,US0001,16,cases
29/06/2016,Ecuador-Pichincha-Quito,county,total_zika_confirmed_imported,EC0004,15,cases
29/06/2016,United_States-Rhode_Island,state,zika_reported_travel,US0001,15,cases
29/06/2016,Ecuador,country,total_zika_confirmed_ages_1-4yrs_F,EC0008,12,cases
29/06/2016,Ecuador-Manabi-Jaramijo,county,total_zika_confirmed_autochthonous,EC0003,10,cases
29/06/2016,Ecuador-Pichincha-Quito,county,total_zika_confirmed_autochthonous,EC0003,10,cases
29/06/2016,Ecuador,country,total_zika_confirmed_ages_0-11mo_M,EC0007,10,cases
29/06/2016,United_States-Hawaii,state,zika_reported_travel,US0001,10,cases
29/06/2016,United_States-Indiana,state,zika_reported_travel,US0001,10,cases
29/06/2016,United_States-Michigan,state,zika_reported_travel,US0001,10,cases
29/06/2016,Ecuador-Esmeraldas,province,total_zika_confirmed_pregnant,EC0005,8,cases
29/06/2016,United_States-Colorado,state,zika_reported_travel,US0001,8,cases
29/06/2016,United_States-Tennessee,state,zika_reported_travel,US0001,8,cases
29/06/2016,Ecuador-Los_Rios-Ventanas,county,total_zika_confirmed_autochthonous,EC0003,7,cases
29/06/2016,Ecuador,country,total_zika_confirmed_ages_0-11mo_F,EC0006,7,cases
29/06/2016,Ecuador,country,total_zika_confirmed_ages_over65_F,EC0020,7,cases
29/06/2016,United_States-Iowa,state,zika_reported_travel,US0001,7,cases
29/06/2016,United_States-Nevada,state,zika_reported_travel,US0001,7,cases
29/06/2016,United_States-Oregon,state,zika_reported_travel,US0001,7,cases
29/06/2016,Ecuador-Esmeraldas-Quininde,county,total_zika_confirmed_autochthonous,EC0003,6,cases
29/06/2016,United_States-Arizona,state,zika_reported_travel,US0001,6,cases
29/06/2016,United_States-District_of_Columbia,state,zika_reported_travel,US0001,6,cases
29/06/2016,United_States-Kentucky,state,zika_reported_travel,US0001,6,cases
29/06/2016,United_States-Louisiana,state,zika_reported_travel,US0001,6,cases
29/06/2016,United_States-Maine,state,zika_reported_travel,US0001,6,cases
29/06/2016,United_States-Oklahoma,state,zika_reported_travel,US0001,6,cases
29/06/2016,United_States-South_Carolina,state,zika_reported_travel,US0001,6,cases
29/06/2016,United_States-Washington,state,zika_reported_travel,US0001,6,cases
29/06/2016,United_States-West_Virginia,state,zika_reported_travel,US0001,6,cases
29/06/2016,Ecuador,country,total_zika_confirmed_ages_over65_M,EC0021,5,cases
29/06/2016,United_States-Arkansas,state,zika_reported_travel,US0001,5,cases
29/06/2016,United_States-Delaware,state,zika_reported_travel,US0001,5,cases
29/06/2016,United_States-Kansas,state,zika_reported_travel,US0001,5,cases
29/06/2016,United_States-Missouri,state,zika_reported_travel,US0001,5,cases
29/06/2016,United_States-Puerto_Rico,territory,zika_reported_travel,US0001,5,cases
29/06/2016,Ecuador-Los_Rios,province,total_zika_confirmed_pregnant,EC0005,4,cases
29/06/2016,United_States-New_Hampshire,state,zika_reported_travel,US0001,4,cases
29/06/2016,Ecuador-El_Oro-Machala,county,total_zika_confirmed_autochthonous,EC0003,3,cases
29/06/2016,Ecuador-Esmeraldas-San_Lorenzo,county,total_zika_confirmed_autochthonous,EC0003,3,cases
29/06/2016,Ecuador-Manabi-Sucre,county,total_zika_confirmed_autochthonous,EC0003,3,cases
29/06/2016,United_States-Mississippi,state,zika_reported_travel,US0001,3,cases
29/06/2016,United_States-New_Mexico,state,zika_reported_travel,US0001,3,cases
29/06/2016,Ecuador-Galapagos-Santa_Cruz,county,total_zika_confirmed_autochthonous,EC0003,2,cases
29/06/2016,Ecuador-Los_Rios-Buena_Fe,county,total_zika_confirmed_autochthonous,EC0003,2,cases
29/06/2016,Ecuador-Manabi-Jipijapa,county,total_zika_confirmed_autochthonous,EC0003,2,cases
29/06/2016,Ecuador-Santo_Domingo_de_los_Tsachilas-La_Concordia,county,total_zika_confirmed_autochthonous,EC0003,2,cases
29/06/2016,Ecuador-Santo_Domingo_de_los_Tsachilas-Santo_Domingo,county,total_zika_confirmed_autochthonous,EC0003,2,cases
29/06/2016,Ecuador-Sucumbios-Shushufindi,county,total_zika_confirmed_autochthonous,EC0003,2,cases
29/06/2016,Ecuador-Manabi-Portoviejo,county,total_zika_confirmed_imported,EC0004,2,cases
29/06/2016,Ecuador-Guayas,province,total_zika_confirmed_pregnant,EC0005,2,cases
29/06/2016,United_States-Alabama,state,zika_reported_travel,US0001,2,cases
29/06/2016,United_States-Nebraska,state,zika_reported_travel,US0001,2,cases
29/06/2016,United_States-Utah,state,zika_reported_travel,US0001,2,cases
29/06/2016,United_States-Vermont,state,zika_reported_travel,US0001,2,cases
29/06/2016,United_States-Wisconsin,state,zika_reported_travel,US0001,2,cases
29/06/2016,Ecuador-Azuay-Cuenca,county,total_zika_confirmed_autochthonous,EC0003,1,cases
29/06/2016,Ecuador-El_Oro-Pasaje,county,total_zika_confirmed_autochthonous,EC0003,1,cases
29/06/2016,Ecuador-El_Oro-Santa_Rosa,county,total_zika_confirmed_autochthonous,EC0003,1,cases
29/06/2016,Ecuador-Guayas-Daule,county,total_zika_confirmed_autochthonous,EC0003,1,cases
29/06/2016,Ecuador-Guayas-General_Antonio_Elizalde ,county,total_zika_confirmed_autochthonous,EC0003,1,cases
29/06/2016,Ecuador-Los_Rios-Quevedo,county,total_zika_confirmed_autochthonous,EC0003,1,cases
29/06/2016,Ecuador-Manabi-Pedernales,county,total_zika_confirmed_autochthonous,EC0003,1,cases
29/06/2016,Ecuador-Manabi-Rocafuerte,county,total_zika_confirmed_autochthonous,EC0003,1,cases
29/06/2016,Ecuador-Manabi-San_Vicente,county,total_zika_confirmed_autochthonous,EC0003,1,cases
29/06/2016,Ecuador-Manabi-Santa_Ana,county,total_zika_confirmed_autochthonous,EC0003,1,cases
29/06/2016,Ecuador-Orellana_Joya_de_los_Sachas,county,total_zika_confirmed_autochthonous,EC0003,1,cases
29/06/2016,Ecuador-Pichincha-Mejia,county,total_zika_confirmed_autochthonous,EC0003,1,cases
29/06/2016,Ecuador-Chimborazo-Chunchi,county,total_zika_confirmed_imported,EC0004,1,cases
29/06/2016,Ecuador-Guayas-Guayaquil,county,total_zika_confirmed_imported,EC0004,1,cases
29/06/2016,Ecuador-Los_Rios-Vinces,county,total_zika_confirmed_imported,EC0004,1,cases
29/06/2016,Ecuador-Manabi-24_de_Mayo,county,total_zika_confirmed_imported,EC0004,1,cases
29/06/2016,Ecuador-Manabi-Manta,county,total_zika_confirmed_imported,EC0004,1,cases
29/06/2016,Ecuador-Santo_Domingo_de_los_Tsachilas-Santo_Domingo,county,total_zika_confirmed_imported,EC0004,1,cases
29/06/2016,Ecuador-Galapagos,province,total_zika_confirmed_pregnant,EC0005,1,cases
29/06/2016,Ecuador-Sucumbios,province,total_zika_confirmed_pregnant,EC0005,1,cases
29/06/2016,United_States-Connecticut,state,zika_reported_travel,US0001,1,cases
29/06/2016,United_States-Montana,state,zika_reported_travel,US0001,1,cases
29/06/2016,United_States-US_Virgin_Islands,territory,zika_reported_travel,US0001,1,cases
28/06/2016,United_States_Virgin_Islands,territory,zika_reported,VI0001,326,cases
28/06/2016,United_States_Virgin_Islands,territory,zika_not,VI0003,252,cases
28/06/2016,United_States_Virgin_Islands-Saint_Croix,county,zika_reported,VI0001,173,cases
28/06/2016,United_States_Virgin_Islands-Saint_Thomas,county,zika_reported,VI0001,144,cases
28/06/2016,United_States_Virgin_Islands,territory,zika_pending,VI0004,43,cases
28/06/2016,United_States_Virgin_Islands,territory,zika_lab_positive,VI0002,29,cases
28/06/2016,United_States_Virgin_Islands,territory,confirmed_female,VI0011,22,cases
28/06/2016,United_States_Virgin_Islands,territory,confirmed_arthralgia,VI0014,19,cases
28/06/2016,United_States_Virgin_Islands,territory,confirmed_rash,VI0016,18,cases
28/06/2016,United_States_Virgin_Islands-Saint_Croix,county,zika_lab_positive,VI0002,16,cases
28/06/2016,United_States_Virgin_Islands,territory,confirmed_headache,VI0019,14,cases
28/06/2016,United_States_Virgin_Islands,territory,confirmed_arthritis,VI0015,13,cases
28/06/2016,United_States_Virgin_Islands,territory,confirmed_eyepain,VI0018,13,cases
28/06/2016,United_States_Virgin_Islands-Saint_Thomas,county,zika_lab_positive,VI0002,12,cases
28/06/2016,United_States_Virgin_Islands,territory,confirmed_age_20to39,VI0006,12,cases
28/06/2016,United_States_Virgin_Islands,territory,confirmed_age_40to59,VI0007,10,cases
